Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link
ISN,,,E.O. 13382,Namchongang Trading Corp.,,,,,,KP,"Vol. 74, No. 178 11/16/09",9/8/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,"Namchongang Trading Corp. (aka Korea Namhung Trading Corp., aka Namhung)",,,,,,KP,"Vol. 81, No. 50, 03/15/16, Vol. 74, No. 137, 07/20/2009",3/15/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,National Aerospace Development Administration,,,,,,KP,"Vol. 81, No. 50, 03/15/2016",3/15/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Navid Composite Material Co.,,,,,,IR,"Vol. 79, No. 184 FR Press Release",12/12/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,"NEC Engineers Private, Ltd.",,,,,,IN,"Vol. 68, No. 33, 02/19/03",2/4/2003,,,,,,,,,,,Originally based in India; also operating in the Middle East and Eurasia,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Neda Industrial Group,,,,,,IR,"Vol. 78, No. 38, 02/26/13",12/13/2012,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Negin Parto  Khavar,,,,,,IR,"Vol. 79, No. 184 FR Press Release",12/12/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,"Ningbo Jiahe Trading Co., Ltd ",,,,,,CN,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Ningbo New Century,,,,,,CN,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INSKNA,NPO Mashinostroyeniya (NPOM),,,,,,RU,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,O Kuk-Ryol,,,,,,KP,"Vol. 78, No. 57",3/11/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Organization of Defensive Innovation and Research (SPND),,,,,,IR,"Vol. 79, No. 184 FR Press Release",8/29/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Paek Chang-Ho,,,,,,KP,"Vol. 78, No. 38, 02/26/13",1/24/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Pak To-Chun,,,,,,KP,"Vol. 78, No. 57",3/11/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,Pan Yongming,,,,,,CN,"Vol. 62, No. 99, 05/22/97",5/21/1997,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Pars Amayesh Sanaat Kish (PASK),,,,,,IR,"Vol. 78, No. 94, 05/15/13",5/9/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Parviz Khaki,,,,,,IR,"Vol. 78, No. 94, 05/15/13",5/9/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Export-Import Bank Act,Paul Griffin,,,,,,GB,"Vol. 74, No. 11, 01/16/09",1/9/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Nuclear Proliferation Prevention Act,Paul Griffin,,,,,,GB,"Vol. 74, No. 11, 01/16/09",1/9/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Paul Nicholas Griffin,,,,,,GB,"Vol. 74, No. 11, 01/16/09",1/12/2009,,,,,,,,,,,Associated with the A.Q. Khan Network,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Pentane Chemistry Industries (PCI),,,,,,IR,"Vol. 77, No. 141, 07/23/12",7/12/2012,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Peter Griffin,,,,,,GB,"Vol. 74, No. 11, 01/16/09",1/12/2009,,,,,,,,,,,Associated with the A.Q. Khan Network,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Export-Import Bank Act,Peter Griffin,,,,,,GB,"Vol. 74, No. 11, 01/16/09",1/9/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Nuclear Proliferation Prevention Act,Peter Griffin,,,,,,GB,"Vol. 74, No. 11, 01/16/09",1/9/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Transfer of Lethal Military Equipment,Petr Pertrenko,,,,,,CZ,"Vol. 64, No. 240 12/15/99",11/17/1999,,,,,,,,,,,"Procurement ban ended 02/03, all other sanctions remain",,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Pishro Systems Research Co.,,,,,,IR,"Vol. 78, No. 94, 05/15/13",5/9/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,"Polestar Trading Company, LTD",,,,,,KP,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,North Korean entity in China,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,Q.C. Chen,,,,,,CN,"Vol. 67, No. 143, 07/25/02",7/9/2002,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Qasem Soleimani,,, ,,,IR,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Richard Yue,,,,,,CN,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INSKNA,Rosoboronexport (ROE),,,,,,RU,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Rock Chemie,,,,,,IR,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,Rose Import-Export GMBH,,,,,,DE,"Vol. 62, No. 192, 10/03/97",9/25/1997,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Rosoboronexport (ROE),,,,,,RU,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15, Vol. 80, No. 227, 11/25/15",8/28/2015,,,,,,,,,,,See latest Federal Register Notice for details on notification,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Russian Aircraft Corp. (RAC) MIG,,,,,,RU,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Russian Aircraft Corporation (RAC) MiG,,,,,,RU,"Vol. 79, No. 249, 12/30/14",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Ryongaksan,,,,,,KP,"Vol. 79, No. 249, 12/30/14",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,RyonHap-2,,,,,,KP,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Saeng Pil Trading Corporation (STC),,,,,,KP,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Scientific Studies and Research Center,,,,,,SY,"Vol. 70, No. 126, 07/01/05",6/28/2005,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Scientific Studies and Research Center,,,,,,SY,"Vol. 79, No. 249, 12/30/14; Vol. 81, No. 128, 07/05/2016",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Second Academy of National Sciences,,,,,,KP,"Vol. 75, No. 173, 09/08/10",8/30/2010,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Second Economic Committee,,,,,,KP,"Vol. 75, No. 173, 09/08/10",8/30/2010,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Selim Alguadis,,,,,,TR,"Vol. 74, No. 11, 01/16/09",1/12/2009,,,,,,,,,,,Associated with the A.Q. Khan Network,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Export-Import Bank Act,Selim Alguadis,,,,,,TR,"Vol. 74, No. 11, 01/16/09",1/9/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Nuclear Proliferation Prevention Act,Selim Alguadis,,,,,,TR,"Vol. 74, No. 11, 01/16/09",1/9/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Shahid Bakeri Industrial Group (SBIG),,,,,,IR,"Vol. 70, No. 126, 07/01/05",6/28/2005,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Shahid Hemmat Industrial Group (SHIG),,,,,,IR,"Vol. 70, No. 126, 07/01/05",6/28/2005,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Shahid Moghadam-Yazd Marine Industries (SMYM),,,,,,IR,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Export-Import Bank Act,Shamsul Bahrin Bin Rukiban,,,,,,MY,"Vol. 74, No. 11, 01/16/09",1/9/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Nuclear Proliferation Prevention Act,Shamsul Bahrin Bin Rukiban,,,,,,MY,"Vol. 74, No. 11, 01/16/09",1/9/2009,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Shanghai Electric International Economic & Trading Company (SEIC),,,,,,CN,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,Shao Xingsheng,,,,,,CN,"Vol. 62, No. 99, 05/22/97",5/21/1997,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Shiraz Electronic Industries (SEI) Company ,,,,,,IR,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Sinotech (Dalian) Carbon and GraphiteCorporation (SCGC),,,,,,CN,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,SPC Supachoke (aka Super Trade),,,,,,TH,"Notice 1958, Vol. 59, No. 44, 3/07/94",2/8/1994,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Strategic Force,,,,,,KP,"Vol. 81, No. 53, 3/18/16 ",12/8/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Sudan Master Technologies,,,,,,SD,"Vol. 79, No. 249, 12/30/14",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Sudanese Armed Forces (SAF),,,,,,SD,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Syrian Air Force,,,,,,SY,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Syrian Air Force Intelligence,,,,,,SY,"Vol. 79, No. 249, 12/30/14",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Syrian Electronic Warfare Directorate,,,,,,SY,"Vol. 79, No. 249, 12/30/14",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Taghtiran Kashan Company,,,,,,IR,"Vol. 78, No. 94, 05/15/13",5/9/2013,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Tanchon Commercial Bank,,,,,,KP,"Vol. 70, No. 126, 07/01/05",6/28/2005,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Tarh O Palayesh,,,,,,IR,"Vol. 78, No. 38, 02/26/13",12/13/2012,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,The Handle Group Company,,,,,,TH,"Notice 1958, Vol. 59, No. 44, 3/07/94",2/8/1994,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,Tian Yi,,,,,,CN,"Vol. 62, No. 99, 05/22/97",5/21/1997,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Tianjin Flourish Chemical Co.,,,,,,CN,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Towlid Abzar Boreshi Iran (TABA),,,,,,IR,"Vol. 78, No. 38, 02/26/13",12/13/2012,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Transfer of Lethal Military Equipment,Uralsk Plant Metallist,,,,,,KZ,"Vol. 64, No. 240 12/15/99",11/17/1999,,,,,,,,,,," 
Procurement ban ended 02/03, all other sanctions remain",,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Vega Aeronautics and Engineering Company Ltd,,,,,,SD,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15; Vol. 81, No. 128, 07/05/2016",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Venezuelan Military Industry Co. (CAVIM),,,,,,VE,"Vol. 79, No. 249, 12/30/14",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,"W & M Limited Partnership (aka W&M Engineering, the Wintrade Company, and the Winman Company)",,,,,,TH,"Notice 1958, Vol. 59, No. 44, 3/07/94",2/8/1994,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Wah Cheong Tai Co.,,,,,,CN,"Vol. 79, No. 249, 12/30/14",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,Wha Cheong Tai Company Ltd.,,,,,,CN,"Vol. 67, No. 143, 7/25/02",7/9/2002,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Chemical and Biological Weapons Act,World Co Ltd.,,,,,,HK,"Notice 2176, Vol. 60, No. 47, 3/10/95",2/18/1995,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Xi’an Jiate Titanium Industry Company,,,,,,CN,"Vol. 81, No. 128, 07/05/2016",6/28/2016,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Yahya Rahim-Safavi,,,,,,IR,"Vol. 73, No. 140, 07/21/08",7/8/2008,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Yarmouk Complex,,,,,,SD,"Vol. 80, No. 170, 09/02/15, Vol. 80, No. 207, 10/27/15",8/28/2015,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,INKSNA,Yarmouk Industrial Complex,,,,,,SD,"Vol. 79, No. 249, 12/30/14",12/19/2014,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,E.O. 13382,Yasa Part,,,,,,IR,"Vol. 76, No. 229, 11/29/11",11/21/2011,,,,,,,,,,,,,,,,,,http://www.state.gov/t/isn/c15231.htm
ISN,,,Transfer of Lethal Military Equipment,Zbynck Svejhoha,,,,,,CZ,"Vol. 64, No. 240 12/15/99",11/17/1999,,,,,,,,,,," 
Procurement ban ended 02/03, all other sanctions remain",,,,,,,http://www.state.gov/t/isn/c15231.htm
