ID,TL,TL_Desc,HS6,Sector_Code,Base_Rate,Base_Rate_Alt,Final_Year,TLs_Per_6_Digit,Staging_Basket,TRQ_Quota,TRQ_Note,Tariff_Eliminated,Product_Type,Pending_Data,Ag_ID,PartnerName,ReporterName,StagingBasket,StagingBasketId,Num_MAR_Columns,PartnerStartYear,ReporterStartYear,PartnerAgreementName,ReporterAgreementName,PartnerAgreementApproved,ReporterAgreementApproved,Rule_Text,Link_Text,Link_Url,Rule_Text,Link_Text,Link_Url,QuotaName,ProductType,Y2004,Alt_2004,Y2005,Alt_2005,Y2006,Alt_2006,Y2007,Alt_2007,Y2008,Alt_2008,Y2009,Alt_2009,Y2010,Alt_2010,Y2011,Alt_2011,Y2012,Alt_2012,Y2013,Alt_2013,Y2014,Alt_2014,Y2015,Alt_2015,Y2016,Alt_2016,Y2017,Alt_2017,Y2018,Alt_2018,Y2019,Alt_2019,Y2020,Alt_2020,Y2021,Alt_2021,Y2022,Alt_2022,Y2023,Alt_2023,Y2024,Alt_2024,Y2025,Alt_2025,Y2026,Alt_2026,Y2027,Alt_2027,Y2028,Alt_2028,Y2029,Alt_2029,Y2030,Alt_2030,Y2031,Alt_2031
439069,'01011100','CABALLOS REPRODUCTORES DE RAZA PURA.','010111','15','6',(null),'2004',1,6,(null),(null),'true',2,'false',44,'United States','Chile','Immediate',6,10,(null),'2004','United States','Chile',(null),'true',(null),(null),(null),'A change to heading 01.01 through 01.06 from any other chapter.',(null),(null),(null),'Agricultural',0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),0.0000,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null)
